Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20
"Contra Costa County, CA",US,37.8534,-121.9018,4,1,1,2,1,4,3,3,4,4,2,1,5,5,5,3,3,3,3,9,4,4,3,3,2,2,3,4,2,1,2,2,3,4,4,3,2,2,2,5,5,6,3,2,3,5,3,2,2,3,3,3,4,4,3,3,4,3,3,4,2,3,3,4,3,2,5,1,2,4,3
"Orange County, CA",US,33.7879,-117.8531,1,1,1,1,1,0,1,1,2,1,1,1,2,2,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Norfolk County, MA",US,42.1767,-71.1449,1,1,1,1,3,3,2,2,2,1,1,0,1,2,1,1,2,4,4,1,3,1,3,1,3,2,2,2,1,3,2,2,2,2,2,1,2,5,4,3,2,3,3,5,2,3,4,2,3,3,2,3,2,1,1,3,1,1,3,2,3,4,5,1,1,1,3,4,1,2,2
"Maricopa County, AZ",US,33.2918,-112.4291,1,1,1,1,1,1,2,1,1,2,1,1,2,4,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,4,3,2,2,4,3,2,2,1,3,2,3,1,2,3,3,3,1,2,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2
"Wake County, NC",US,35.8032,-78.5661,3,2,2,3,2,2,1,2,1,2,2,2,3,2,3,2,4,6,1,1,2,4,3,4,3,2,1,1,1,2,2,3,1,2,1,2,2,4,2,3,1,3,3,1,2,4,3,1,3,3,2,2,2,1,3,3,1,2,2,2,2,4,3,2,2,1,3,3,2,4,3
"Westchester County, NY",US,41.122,-73.7949,1,0,0,1,4,2,3,3,3,1,1,0,2,2,1,2,2,4,3,1,2,1,2,1,4,2,2,1,2,4,3,2,2,1,1,1,2,6,4,4,3,2,2,5,2,2,4,2,3,3,2,3,2,1,1,5,2,1,4,2,2,3,5,1,1,1,5,5,2,4,4
"Grafton County, NH",US,43.9088,-71.82600000000001,2,1,1,1,3,2,2,3,4,1,1,0,1,2,1,2,2,3,3,1,2,1,3,1,4,1,1,2,2,4,2,2,2,1,1,1,1,5,4,2,2,2,1,5,3,2,4,2,1,1,2,3,2,1,1,4,1,1,2,3,2,2,3,1,1,2,3,5,2,3,4
"Hillsborough, FL",US,27.9904,-82.3018,4,3,3,2,2,1,1,2,1,2,1,2,2,0,1,2,6,3,2,3,2,2,2,3,2,3,2,1,1,1,3,4,3,2,2,3,3,3,2,3,1,2,3,3,4,4,3,3,3,2,2,1,2,3,4,2,1,1,2,3,4,3,2,2,1,1,1,4,3,2,3
"Placer County, CA",US,39.0916,-120.8039,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1
"San Mateo, CA",US,37.563,-122.3255,3,1,1,1,1,3,1,2,2,2,1,1,6,4,3,1,1,1,3,6,2,2,1,2,1,2,3,1,2,1,1,2,3,3,2,1,1,1,2,5,3,4,2,1,2,3,2,1,1,2,1,3,2,1,2,2,1,2,2,3,1,3,2,2,3,2,4,1,2,2,1
"Sonoma County, CA",US,38.578,-122.9888,1,0,0,0,0,1,1,1,1,1,1,1,3,2,1,1,0,1,2,2,1,1,1,0,1,1,2,1,0,1,0,1,1,2,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1
"Umatilla, OR",US,45.775,-118.7606,2,3,3,3,2,3,3,4,3,1,4,5,2,2,3,4,7,5,6,2,1,5,2,3,6,4,5,3,2,2,2,2,3,7,5,1,2,2,2,6,2,6,5,4,2,2,3,2,2,2,4,8,5,4,6,4,5,3,6,3,4,8,6,4,2,4,2,2,2,2,1
"Fulton County, GA",US,33.8034,-84.3963,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,0,0,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2
"Washington County, OR",US,45.547,-123.1386,3,2,2,2,2,2,2,2,2,1,3,3,1,1,2,2,2,3,2,1,1,1,0,1,1,2,1,1,2,3,1,0,1,4,1,0,1,1,2,2,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,3,4,3,1,1,3,3,3,1,1,3,1,1,2,1,1
"Snohomish County, WA",US,48.033,-121.8339,3,2,2,2,2,3,2,2,2,2,3,3,1,1,2,2,1,2,2,1,1,1,0,2,1,2,1,1,1,2,2,1,1,3,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,3,2,2,3,2,2,3,3,1,1,3,2,2,1,1,5,2,1,3,3,3
"Humboldt County, CA",US,40.745,-123.8695,3,3,3,2,3,2,3,2,1,1,1,1,3,2,1,2,1,1,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,2,2,2,3,2,3,2,5,2,3,3,1,3
"Sacramento County, CA",US,38.4747,-121.3542,2,1,0,1,1,2,1,2,2,1,0,0,2,4,3,1,1,1,2,6,4,2,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,1,3,3,5,1,0,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,4,2,1,1,1
"San Diego County, CA",US,32.7157,-117.1611,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,2,1,1,2,1,2,1,2,3,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1
"San Benito, CA",US,36.5761,-120.9876,1,1,1,1,1,2,2,2,3,2,2,1,4,4,3,1,1,1,2,4,2,2,1,1,1,1,2,3,1,1,1,2,2,2,2,2,1,1,2,3,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,3,3,1,2,3,1,2,2,1,2,1,4,1,1,2,2
"Los Angeles, CA",US,34.0522,-118.2437,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"King County, WA",US,47.6062,-122.3321,5,3,3,4,1,4,3,2,3,2,6,4,2,1,3,3,1,4,3,1,1,2,0,3,3,4,2,1,2,2,1,1,2,5,2,1,1,1,3,2,1,4,4,1,2,1,2,1,1,3,5,3,2,4,4,3,5,5,2,1,4,3,4,2,2,4,3,2,2,1,1
"Cook County, IL",US,41.7377,-87.6976,2,4,3,2,3,3,1,1,1,1,1,4,5,2,7,4,4,2,2,4,2,3,2,4,3,5,1,3,4,2,3,4,4,4,3,6,6,3,3,3,4,1,4,2,5,5,3,6,6,3,6,4,4,2,3,5,3,3,3,6,3,7,2,2,3,2,4,4,6,5,2
"Skagit, WA",US,48.4242,-121.7114,2,2,2,2,1,2,2,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,3,3,2,3,2,2,2,2,2,1,2,2,2,1,1,3,2,1,2,2,2
"Thurston, WA",US,46.8646,-122.7696,4,3,4,3,2,3,2,2,3,2,5,4,1,1,3,4,3,4,3,0,1,2,0,2,3,3,3,1,1,1,1,1,2,5,2,0,0,1,2,3,1,3,3,1,2,1,1,1,1,2,5,3,2,4,3,4,5,5,2,1,5,4,4,1,3,4,2,1,3,1,1
"Island, WA",US,48.1976,-122.5795,7,6,7,5,3,6,5,3,5,5,8,7,3,2,6,3,1,3,5,1,1,3,1,4,3,5,5,2,2,1,2,1,3,6,4,2,1,2,4,5,1,4,2,4,5,1,2,2,1,4,7,6,5,8,6,6,5,7,5,2,8,6,6,3,3,7,5,3,7,4,4
"Whatcom, WA",US,48.8787,-121.9719,3,2,3,2,1,3,2,1,3,2,4,4,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,2,1,1,1,2,2,1,2,3,2,2,1,1,1,1,2,3,3,2,5,3,3,2,3,2,1,3,2,2,2,2,4,2,1,3,3,2
"Marin, CA",US,38.0834,-122.7633,3,1,1,1,1,3,1,2,2,2,1,1,5,2,2,1,1,1,3,3,2,1,1,1,1,1,3,1,1,1,1,1,2,4,1,1,1,1,1,5,2,3,1,1,2,2,2,1,1,1,1,3,2,2,2,2,1,2,2,3,1,2,2,2,2,1,3,1,1,3,2
"Calaveras, CA",US,38.196,-120.6805,1,1,0,1,1,1,1,0,1,1,1,0,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1,0,1
"Stanislaus, CA",US,37.5091,-120.9876,2,1,0,1,1,2,2,1,4,1,1,1,3,6,3,1,1,1,2,6,3,1,1,1,2,1,2,3,1,1,1,2,2,1,3,1,1,1,1,2,2,4,1,1,1,1,2,1,1,3,1,1,2,2,2,3,1,1,1,3,1,2,1,1,2,1,3,1,1,1,1
"San Joaquin, CA",US,36.6066,-120.189,1,1,1,1,1,2,2,2,3,1,1,1,4,5,2,1,1,1,2,3,3,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,3,3,2,1,1,1,2,2,2,1,3,1,1,1,1,2,4,1,1,1,2,1,2,1,1,2,2,4,1,1,1,1
"Essex, MA",US,42.632,-70.7829,3,2,3,3,7,5,5,5,5,3,3,1,3,4,1,3,5,7,8,3,6,2,5,2,7,4,5,4,5,6,4,4,5,3,4,2,3,9,7,5,6,5,4,8,4,5,9,4,4,3,6,7,5,3,3,8,3,4,6,6,6,7,7,4,3,3,6,10,4,5,6
"Charlton, GA",US,30.7917,-82.0843,3,3,2,2,2,1,1,1,1,3,2,2,3,1,1,2,5,4,1,2,2,2,1,3,2,3,1,1,1,1,3,4,2,1,2,2,2,3,2,3,1,2,3,2,2,4,2,2,2,1,2,1,1,3,4,2,1,2,1,2,2,3,2,1,1,1,2,4,2,3,2
"Collier, FL",US,26.07,-81.4279,4,3,2,1,1,2,2,1,1,2,1,2,2,1,2,2,5,3,2,4,3,2,2,3,1,3,2,1,2,1,2,3,4,3,2,3,3,3,3,2,2,2,3,2,3,3,4,4,4,2,1,1,2,3,4,3,1,1,3,4,4,4,3,3,2,1,1,3,3,2,2
"Pinellas, FL",US,27.8764,-82.7779,6,5,3,2,3,2,2,3,2,2,2,3,4,1,2,3,7,5,3,4,2,2,3,4,3,4,2,1,2,2,3,6,5,3,3,4,4,5,3,5,2,4,4,4,5,6,5,4,4,2,3,2,2,3,5,4,1,1,4,4,4,4,2,2,2,1,2,5,3,3,5
"Alachua, FL",US,29.7938,-82.4944,3,3,3,2,2,1,1,2,2,3,2,2,2,1,1,2,6,5,1,2,2,3,2,3,2,3,2,1,2,1,3,5,3,1,2,3,2,3,2,3,1,3,4,3,5,4,3,3,2,1,2,1,2,3,5,2,1,2,2,2,3,3,2,2,1,1,1,4,2,3,3
"Nassau, FL",US,30.5927,-81.8224,3,4,3,2,2,1,1,1,1,3,2,2,3,1,1,2,5,4,1,2,2,2,1,3,2,3,1,1,1,1,3,4,3,1,2,2,2,3,2,3,1,2,3,2,3,4,3,3,2,1,2,1,1,3,4,2,1,2,1,2,3,3,2,2,1,1,2,4,2,3,2
"Pasco, FL",US,28.3232,-82.4319,4,3,3,2,2,1,1,2,1,3,1,2,2,1,1,2,7,4,2,3,2,2,2,4,3,4,2,1,2,1,3,5,4,2,2,4,3,3,2,3,1,3,3,3,5,4,3,4,3,2,2,1,2,4,5,2,1,1,2,3,4,4,2,2,2,1,1,5,3,2,3
"Dallas, TX",US,32.7767,-96.79700000000001,2,4,2,2,3,2,2,5,5,1,1,1,3,4,4,5,4,2,2,4,4,3,2,3,2,4,3,4,3,3,5,2,3,4,5,4,6,2,1,4,6,3,1,4,2,2,3,4,6,2,1,3,3,3,1,3,2,1,4,5,5,4,3,2,2,3,4,3,5,2,1
"Tarrant, TX",US,32.7732,-97.3517,2,4,2,2,3,2,2,4,4,1,1,1,3,4,4,4,3,2,2,3,4,3,2,3,2,3,2,3,3,3,5,1,3,3,4,3,5,2,1,3,4,2,1,4,2,2,2,4,4,2,1,3,2,3,1,2,1,1,3,4,4,4,2,2,2,3,4,2,4,1,1
"Montgomery, TX",US,30.3883,-95.6963,2,3,2,1,2,1,1,3,4,2,2,1,3,4,3,4,4,2,2,4,3,3,2,3,2,2,1,3,3,3,4,2,1,3,2,3,5,1,2,3,4,3,1,3,3,2,2,3,3,1,1,2,1,2,1,2,2,2,3,4,5,4,1,1,1,2,2,3,3,3,2
"Middlesex, NJ",US,40.5726,-74.4927,2,1,1,1,4,3,3,3,2,1,1,0,2,2,1,2,2,4,3,1,3,1,2,1,3,2,2,1,2,3,2,2,3,2,1,1,2,6,5,4,3,2,2,5,2,2,4,2,3,3,2,4,1,1,1,5,2,1,4,2,1,3,5,1,1,1,5,4,1,4,4
"Jefferson, CO",US,39.58,-105.2663,2,3,2,2,3,2,2,3,1,3,5,6,4,2,1,3,4,2,3,2,2,2,3,2,4,2,2,2,2,2,2,3,3,2,4,4,3,4,3,3,2,3,3,4,2,2,3,3,1,3,4,5,3,5,5,3,5,3,3,2,2,2,3,3,4,2,2,5,1,2,2
"Multnomah, OR",US,45.5146,-122.5863,4,2,3,3,2,3,3,3,2,2,4,4,1,1,2,3,4,4,2,1,1,1,1,2,2,3,2,1,2,5,4,1,1,4,1,1,1,1,2,2,1,2,3,1,2,2,1,1,1,1,3,3,2,3,3,3,5,5,2,1,4,4,4,2,2,4,1,2,3,4,3
"Polk, OR",US,44.9267,-123.4919,4,3,4,4,2,4,3,4,3,2,5,4,1,2,2,3,4,4,3,1,1,1,1,1,2,3,2,1,2,1,1,1,1,4,1,1,1,1,2,2,1,2,3,1,2,1,2,1,1,1,4,3,4,4,3,3,5,3,2,1,5,4,5,1,2,3,1,2,3,1,1
"Deschutes, OR",US,43.8325,-121.2617,5,4,4,4,4,4,4,6,3,3,5,6,3,2,2,5,5,5,5,2,2,3,1,4,3,4,4,2,2,3,3,2,2,7,2,2,2,1,5,4,3,3,3,3,4,3,2,1,1,2,5,6,4,5,5,5,6,5,5,2,6,6,7,5,4,6,3,4,4,3,4
"McHenry, IL",US,42.3334,-88.2668,3,5,3,2,3,3,2,1,1,1,2,4,6,3,6,4,3,3,2,4,2,4,2,3,2,4,1,3,5,2,2,4,4,3,3,6,4,3,3,2,4,2,4,2,5,4,3,5,4,2,6,5,5,2,3,6,4,4,4,7,3,8,2,3,3,3,5,4,7,6,2
"Lake, IL",US,42.3689,-87.8272,2,4,3,2,2,2,1,1,1,1,1,3,4,3,5,4,3,3,1,4,2,3,2,4,3,4,1,3,4,2,3,3,3,3,3,6,4,3,4,2,3,2,3,2,4,5,3,4,4,3,4,3,3,2,3,4,3,3,3,6,3,8,2,2,3,2,4,3,5,5,2
"Bucks, PA",US,40.4108,-75.2479,2,0,0,1,4,3,3,3,2,1,0,0,2,2,1,2,1,4,3,1,3,1,2,2,4,1,1,1,2,3,2,2,2,1,1,1,2,6,4,4,3,2,2,4,2,2,4,2,2,3,2,3,1,0,2,4,2,1,4,2,2,3,5,1,1,1,5,4,2,4,4
"Hanover, VA",US,37.7772,-77.5161,3,1,0,2,2,2,2,2,1,1,0,1,3,2,2,3,1,6,2,1,3,1,2,3,3,1,2,2,1,2,1,3,1,1,2,1,1,5,4,3,1,4,4,2,2,2,4,2,3,5,2,2,2,2,2,3,1,1,3,1,1,4,3,1,1,1,4,3,2,4,3
"Lancaster, SC",US,34.7253,-80.6771,3,3,2,3,2,1,2,1,2,2,2,2,3,2,3,3,4,6,1,1,1,5,2,5,2,2,0,1,1,3,3,3,1,1,1,2,2,3,3,3,1,3,3,1,2,4,3,1,2,3,3,2,1,2,4,2,1,2,2,2,2,4,2,1,2,1,3,3,2,3,3
"Sullivan, TN",US,36.4933,-82.3452,2,1,1,2,3,3,1,1,0,0,1,1,4,1,1,1,2,5,2,1,1,1,2,3,2,1,1,1,2,2,2,2,1,1,1,2,3,4,3,3,1,2,3,1,1,4,2,1,1,2,4,3,1,1,4,3,1,2,3,2,2,4,2,0,1,1,3,2,3,4,2
"Johnson, IN",US,39.4638,-86.1345,1,2,3,3,4,3,2,1,2,1,1,3,5,3,4,5,3,3,3,3,2,2,2,4,2,4,1,3,4,2,4,2,3,3,3,3,4,4,3,2,4,3,4,3,3,7,1,4,5,4,6,4,4,1,4,4,2,2,3,5,4,5,2,2,2,3,4,4,7,6,2
"Howard, IN",US,40.4483,-86.1345,1,4,3,3,5,4,2,2,1,1,1,4,7,3,5,5,4,3,2,5,2,3,2,5,2,4,1,4,4,3,4,3,5,4,3,5,6,5,4,3,5,4,5,3,4,8,2,5,7,5,8,5,5,2,4,6,3,3,4,7,5,5,3,3,3,3,6,5,9,7,2
"St. Joseph, IN",US,41.6228,-86.3377,2,4,3,3,4,4,2,2,1,1,1,4,6,1,4,4,4,3,2,4,2,3,2,4,3,5,1,4,5,3,3,4,5,4,2,5,6,4,4,3,5,3,4,3,4,7,3,6,7,5,7,5,5,2,3,5,4,3,4,7,3,5,2,3,3,3,6,4,8,6,1
"Knox, NE",US,42.6712,-97.8722,7,3,5,3,1,2,3,1,1,3,3,3,3,6,3,3,3,5,4,6,4,4,7,3,9,3,1,5,3,3,3,5,3,3,3,6,3,2,3,5,5,4,5,5,8,5,7,7,5,3,4,4,3,6,3,6,3,3,5,3,5,2,4,4,3,5,3,7,8,3,1
"Stark, OH",US,40.8685,-81.2519,1,2,1,4,3,4,3,3,2,1,0,1,5,2,4,4,2,4,2,3,3,2,2,3,2,3,2,2,4,3,2,3,4,3,2,2,2,7,5,4,3,4,4,3,2,4,3,3,4,5,6,4,4,1,3,4,4,2,4,3,4,6,4,2,3,2,6,3,5,6,2
"Anoka, MN",US,45.3293,-93.2197,5,4,2,3,3,1,2,1,0,2,2,4,5,4,2,2,2,2,2,2,3,4,6,4,5,4,1,3,5,2,3,4,2,4,2,3,3,2,2,3,4,4,5,3,5,2,5,4,4,1,3,3,3,2,2,5,3,5,3,4,4,3,2,3,3,3,2,5,6,4,1
"Olmsted, MN",US,43.9952,-92.3814,6,6,2,3,5,2,2,2,0,2,3,5,6,4,4,1,1,1,3,4,3,4,7,5,6,6,2,4,6,3,3,6,4,4,2,4,3,3,2,4,5,4,5,3,7,3,7,6,4,2,5,5,4,2,4,7,4,5,4,6,4,4,2,3,4,4,3,6,7,5,2
"Summit, UT",US,40.8298,-110.9984,4,6,4,3,3,4,5,3,2,4,4,3,6,5,4,4,7,6,4,2,3,3,4,4,7,6,6,5,3,3,3,5,3,5,7,3,3,3,4,6,5,4,3,4,4,6,6,3,5,4,3,7,5,4,6,5,6,4,6,4,4,5,5,7,8,6,8,7,3,2,5
"Fairfield, CT",US,41.256,-73.3709,2,1,1,1,4,2,3,3,3,1,1,0,2,2,1,3,2,5,3,2,3,1,3,1,4,2,2,1,3,4,3,2,2,2,1,1,2,6,5,4,3,2,2,5,2,2,5,2,3,3,2,4,2,1,2,5,2,1,4,2,2,3,5,2,1,1,5,6,2,4,4
"Litchfield, CT",US,41.7866,-73.2765,2,1,1,1,4,2,3,4,3,1,1,0,2,2,1,3,3,4,3,1,3,1,3,2,4,2,2,2,3,4,2,2,2,1,1,0,2,6,5,3,3,3,3,5,2,2,5,3,3,3,2,3,2,1,2,6,2,1,4,3,3,4,5,1,1,2,5,6,2,4,5
"Orleans, LA",US,29.9511,-90.0715,3,2,2,2,1,2,2,2,2,2,3,2,2,3,3,4,4,1,2,3,5,2,4,4,4,2,2,2,2,2,4,4,2,2,2,1,3,2,2,1,3,3,2,4,3,3,2,2,3,2,1,1,5,2,2,1,2,3,2,2,3,4,2,1,2,2,1,2,2,5,4
"Pennington, SD",US,43.8901,-102.2548,5,4,5,2,4,4,2,3,2,6,3,5,5,5,3,4,4,2,4,4,6,5,6,3,6,4,3,4,4,2,5,4,3,4,5,5,3,4,4,4,7,6,7,6,7,4,5,7,2,3,4,4,4,4,5,5,4,4,4,4,3,3,3,4,5,2,6,9,5,2,4
"Beadle, SD",US,44.4797,-98.2213,9,1,5,3,2,3,2,2,3,3,3,3,4,5,2,4,4,4,4,4,4,4,7,2,8,3,3,4,3,1,4,3,2,3,2,5,1,2,1,4,4,3,3,3,7,5,6,6,5,1,4,3,3,5,3,6,3,2,6,4,4,2,5,6,4,5,4,9,10,4,2
"Charles Mix, SD",US,43.0985,-98.3965,6,2,5,3,1,2,2,1,1,2,3,3,3,6,3,3,3,4,4,5,4,4,7,2,7,3,2,4,3,2,3,3,2,3,3,6,2,2,2,4,5,3,5,4,8,5,5,6,4,2,4,3,3,6,3,6,3,3,5,3,4,2,4,4,3,5,4,7,9,3,1
"Davison, SD",US,43.7242,-98.2213,8,2,5,3,2,3,3,1,2,3,3,4,4,5,2,4,4,4,4,5,4,4,7,2,8,3,2,5,3,2,3,4,2,3,2,6,2,2,2,4,5,3,4,3,8,5,6,6,5,2,4,3,3,6,3,7,4,3,6,4,4,2,5,5,3,5,4,8,9,3,2
"Minnehaha, SD",US,43.6632,-96.8351,7,4,3,3,1,2,2,1,1,3,2,3,4,6,3,3,3,5,3,5,3,4,7,3,8,4,4,4,3,2,3,4,2,3,3,6,3,2,2,4,5,3,4,3,9,4,6,6,5,2,4,3,3,5,3,7,3,3,6,4,5,3,4,5,4,5,3,8,10,5,2
"Bon Homme, SD",US,42.9815,-97.8722,6,2,5,3,1,2,3,1,2,2,3,3,3,6,3,3,3,5,3,5,4,4,7,3,7,3,2,5,4,3,3,4,3,3,3,6,3,2,2,5,5,4,5,4,9,4,6,6,5,2,4,3,3,6,3,6,3,3,5,3,5,2,3,4,3,5,3,7,9,3,1
"Socorro, NM",US,33.8837,-106.7235,2,3,2,1,3,2,3,4,2,4,3,2,3,5,5,3,4,3,3,3,2,6,1,1,2,1,2,2,3,3,5,2,2,5,4,6,1,2,2,3,3,2,3,3,2,4,3,4,2,3,3,2,5,3,2,2,4,2,3,2,5,3,2,2,2,2,3,4,3,3,1
"Bernalillo, NM",US,35.0178,-106.6291,1,4,3,1,3,1,3,3,2,4,2,2,2,5,3,3,4,3,2,3,2,6,2,2,2,2,2,2,2,2,4,1,1,4,4,5,2,3,1,2,2,2,3,2,2,3,3,4,2,3,2,2,4,2,1,1,4,1,2,2,4,2,2,3,2,1,3,2,2,2,1
"Oakland, MI",US,42.5922,-83.3362,2,3,2,3,2,4,3,2,1,1,1,2,5,2,4,3,4,4,2,3,2,3,2,3,2,5,3,3,5,4,3,4,4,4,2,5,5,7,6,4,3,3,3,4,2,5,2,4,5,4,6,4,4,2,3,4,5,3,4,4,3,5,3,2,3,2,6,3,6,5,2
"Wayne, MI",US,42.2791,-83.3362,2,3,1,3,3,4,2,2,1,1,1,2,5,1,3,3,4,4,1,3,2,3,2,2,2,5,2,3,5,4,3,4,4,4,2,4,5,6,5,4,3,3,3,3,2,5,2,4,5,4,6,4,4,2,3,4,5,3,4,4,3,5,3,2,3,2,6,2,6,5,2
"New Castle, DE",US,39.5393,-75.6674,1,0,0,2,3,2,2,2,2,1,0,1,2,1,1,2,1,4,3,1,2,1,1,3,4,1,1,1,2,3,1,2,1,1,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,2,2,2,1,1,1,4,2,1,3,1,1,4,4,1,1,1,4,2,1,3,3
